Unnamed: 0,Teamname,Tournament,Username,PlayerName,Suggestion1,Suggestion2,Suggestion3,MatchScore
1001,Indianapolis AlleyCats,AUDL 2018,Alex H,Alex Hamilton,Alex Henderson,Kyle Cox,,0.631578947
1002,Indianapolis AlleyCats,AUDL 2014,Alex H.,Alex Hamilton,Alex Hutton,Kyle Cox,,0.6
1003,Indianapolis AlleyCats,AUDL 2017,Ames,Michael Ames,Michael Ames,,,0.5
1004,Indianapolis AlleyCats,AUDL 2015,Ames M,Michael Ames,Michael Ames,Cameron Brock,,0.444444444
1005,Indianapolis AlleyCats,AUDL 2016,Ames M,Michael Ames,Michael Ames,Wes Groth,Cameron Brock,0.444444444
1006,Indianapolis AlleyCats,AUDL 2014,An Toine,,Jason Yoder,Donovan Triplett,Andy Cava,0.421052632
1007,Indianapolis AlleyCats,AUDL 2016,Anker C,Carleton Anker,Carleton Anker,Kyle Cox,Spencer Loscar,0.476190476
1008,Indianapolis AlleyCats,AUDL 2018,Austin A,Austin Ambrose,Austin Ambrose,Kip Curtis,Michael Ames,0.727272727
1009,Indianapolis AlleyCats,AUDL 2014,Ben G.,Ben Gerroll,Ben Gerroll,Steven Naji,Keenan Plew,0.588235294
1010,Indianapolis AlleyCats,AUDL 2014,Blake V.,Blake Vanderbush,Blake Vanderbush,Brian Ventura,Kyle Cox,0.583333333
1011,Indianapolis AlleyCats,AUDL 2014,Brian V.,Brian Ventura,Brian Ventura,Blake Vanderbush,Keenan Plew,0.666666667
1012,Indianapolis AlleyCats,AUDL 2015,Brock C,Cameron Brock,Cameron Brock,Rick Gross,John Cecil,0.5
1013,Indianapolis AlleyCats,AUDL 2016,Brock C,Cameron Brock,Cameron Brock,Joey Cari,Rick Gross,0.5
1014,Indianapolis AlleyCats,AUDL 2017,Cam,Cameron Brock,Cameron Brock,Sam Sohn,Joey Cari,0.375
1015,Indianapolis AlleyCats,AUDL 2018,Cam B,Cameron Brock,Cameron Brock,Sam Sohn,Nathan Bussberg,0.555555556
1016,Indianapolis AlleyCats,AUDL 2014,Cam B.,Cameron Brock,Cameron Brock,Daniel Butler,,0.526315789
1017,Indianapolis AlleyCats,AUDL 2016,Cari J,Joey Cari,Joey Cari,Chris Ginet,Cameron Brock,0.533333333
1018,Indianapolis AlleyCats,AUDL 2015,Carlet P,Peter Carleton,Peter Carleton,Nate Page,Travis Carpenter,0.545454545
1019,Indianapolis AlleyCats,AUDL 2016,Carlet P,Peter Carleton,Carleton Anker,Peter Carleton,Nate Page,0.545454545
1020,Indianapolis AlleyCats,AUDL 2015,Carpen T,Travis Carpenter,Travis Carpenter,Cameron Brock,Peter Carleton,0.5
1021,Indianapolis AlleyCats,AUDL 2016,Carpen T,Travis Carpenter,Carleton Anker,Travis Carpenter,Cameron Brock,0.5
1022,Indianapolis AlleyCats,AUDL 2015,Cecil J,John Cecil,John Cecil,Levi Jacobs,Michael Ames,0.588235294
1023,Indianapolis AlleyCats,AUDL 2015,Cheek J,Jason Cheek,Jason Cheek,Steven Naji,Levi Jacobs,0.555555556
1024,Indianapolis AlleyCats,AUDL 2014,Chris E.,Chris Elworth,Chris Elworth,Joey Cari,Travis Carpenter,0.666666667
1025,Indianapolis AlleyCats,AUDL 2017,Colin,Colin Ringwood,Colton Steiner,Colin Ringwood,Cameron Brock,0.526315789
1026,Indianapolis AlleyCats,AUDL 2018,Colin R,Colin Ringwood,Colin Ringwood,Colton Steiner,Connor Lukas,0.666666667
1027,Indianapolis AlleyCats,AUDL 2017,Colton,Colton Steiner,Colton Steiner,Alex Hamilton,Colin Ringwood,0.6
1028,Indianapolis AlleyCats,AUDL 2018,Colton S,Colton Steiner,Colton Steiner,Peter Carleton,Colin Ringwood,0.727272727
1029,Indianapolis AlleyCats,AUDL 2017,Conner,Conner Henderson,Jon Wenger,Colton Steiner,Conner Henderson,0.545454545
1030,Indianapolis AlleyCats,AUDL 2018,Conner H,Conner Henderson,Conner Henderson,Connor Lukas,Jon Wenger,0.666666667
1031,Indianapolis AlleyCats,AUDL 2018,Connor L,Connor Lukas,Connor Lukas,Conner Henderson,Cameron Brock,0.8
1032,Indianapolis AlleyCats,AUDL 2017,Cox,Kyle Cox,Kyle Cox,,,0.545454545
1033,Indianapolis AlleyCats,AUDL 2015,Cox K,Kyle Cox,Kyle Cox,Cameron Brock,Colton Steiner,0.461538462
1034,Indianapolis AlleyCats,AUDL 2016,Cox K,Kyle Cox,Kyle Cox,Cameron Brock,Colton Steiner,0.461538462
1035,Indianapolis AlleyCats,AUDL 2014,DVE,,,,,0
1036,Indianapolis AlleyCats,AUDL 2014,Dan B.,Daniel Butler,Daniel Butler,Dane Lockhart,Cameron Brock,0.526315789
1037,Indianapolis AlleyCats,AUDL 2018,Dan C,Dan Clement,Dan Clement,Donovan Triplett,Keenan Plew,0.625
1038,Indianapolis AlleyCats,AUDL 2017,Dana,Dana Granholm,Dana Granholm,Ryan Jarvis,Josh Duncan,0.470588235
1039,Indianapolis AlleyCats,AUDL 2014,Dane L.,Dane Lockhart,Dane Lockhart,Daniel Butler,Nate Page,0.6
1040,Indianapolis AlleyCats,AUDL 2017,Danger,,Jon Wenger,Dana Granholm,Travis Carpenter,0
1041,Indianapolis AlleyCats,AUDL 2015,Dehnbo M,Michael Dehnbostel,Michael Dehnbostel,John Cecil,Steven Naji,0.461538462
1042,Indianapolis AlleyCats,AUDL 2014,Donova T,Donovan Triplett,Donovan Triplett,Andy Cava,Keenan Plew,0.666666667
1043,Indianapolis AlleyCats,AUDL 2018,Donova T,Donovan Triplett,Donovan Triplett,Connor Lukas,Jon Wenger,0.666666667
1044,Indianapolis AlleyCats,AUDL 2017,Donovan,Donovan Triplett,Donovan Triplett,Josh Duncan,Jon Wenger,0.608695652
1045,Indianapolis AlleyCats,AUDL 2014,Eric J,Eric Johnson,Eric Johnson,Rick Gross,Nick Hutton,0.666666667
1046,Indianapolis AlleyCats,AUDL 2016,Fella J,Jacob Fella,Jacob Fella,Michael Ng,Ryan Jarvis,0.555555556
1047,Indianapolis AlleyCats,AUDL 2016,Ginet C,Chris Ginet,Chris Ginet,Kyle Cox,Peter Carleton,0.555555556
1048,Indianapolis AlleyCats,AUDL 2016,Granho D,Dana Granholm,Dana Granholm,Wes Groth,Rick Gross,0.571428571
1049,Indianapolis AlleyCats,AUDL 2015,Gross R,Rick Gross,Rick Gross,Cameron Brock,,0.588235294
1050,Indianapolis AlleyCats,AUDL 2016,Gross R,Rick Gross,Rick Gross,Wes Groth,Chris Ginet,0.588235294
1051,Indianapolis AlleyCats,AUDL 2016,Groth W,Wes Groth,Wes Groth,Rick Gross,John Jones,0.625
1052,Indianapolis AlleyCats,AUDL 2017,Heath,Heath Kalaba,Heath Kalaba,Zach Zebarth,Alex Hamilton,0.588235294
1053,Indianapolis AlleyCats,AUDL 2018,Heath K,Heath Kalaba,Heath Kalaba,Keegan North,Terry Gaither,0.736842105
1054,Indianapolis AlleyCats,AUDL 2015,Hights S,Steven Hightshue,Steven Hightshue,Michael Ames,,0.5
1055,Indianapolis AlleyCats,AUDL 2016,Hortem D,David Hortemiller,David Hortemiller,Nate Page,Joey Cari,0.48
1056,Indianapolis AlleyCats,AUDL 2015,Hutton N,Nick Hutton,Nick Hutton,Steven Naji,Peter Carleton,0.631578947
1057,Indianapolis AlleyCats,AUDL 2016,Hutton N,Nick Hutton,Nick Hutton,Peter Carleton,Colton Steiner,0.631578947
1058,Indianapolis AlleyCats,AUDL 2015,Jacobs L,Levi Jacobs,Levi Jacobs,Jason Yoder,Jason Cheek,0.631578947
1059,Indianapolis AlleyCats,AUDL 2016,Jacobs L,Levi Jacobs,Levi Jacobs,Jacob Fella,Joey Cari,0.631578947
1060,Indianapolis AlleyCats,AUDL 2018,Jake F,Jacob Fella,Jacob Fella,Joey Cari,Michael Ames,0.470588235
1061,Indianapolis AlleyCats,AUDL 2014,Jared P.,Jared Payne,Jared Payne,Nate Page,Joey Cari,0.736842105
1062,Indianapolis AlleyCats,AUDL 2017,Jarvis,Ryan Jarvis,Ryan Jarvis,Joey Cari,Kip Curtis,0.705882353
1063,Indianapolis AlleyCats,AUDL 2015,Jarvis R,Ryan Jarvis,Ryan Jarvis,Jason Yoder,Jason Cheek,0.631578947
1064,Indianapolis AlleyCats,AUDL 2016,Jarvis R,Ryan Jarvis,Ryan Jarvis,Joey Cari,Chris Ginet,0.631578947
1065,Indianapolis AlleyCats,AUDL 2014,Jason C.,Jason Cheek,Jason Cheek,Jason Yoder,Joey Cari,0.736842105
1066,Indianapolis AlleyCats,AUDL 2014,Jason Y.,Jason Yoder,Jason Yoder,Jason Cheek,Eric Johnson,0.736842105
1067,Indianapolis AlleyCats,AUDL 2017,Jesse,Jesse Jenkins,Jesse Jenkins,Jon Wenger,John Jones,0.555555556
1068,Indianapolis AlleyCats,AUDL 2018,Jesse J,Jesse Jenkins,Jesse Jenkins,Joey Cari,John Jones,0.7
1069,Indianapolis AlleyCats,AUDL 2017,Joey,Joey Cari,Joey Cari,Jon Wenger,John Jones,0.615384615
1070,Indianapolis AlleyCats,AUDL 2018,Joey C,Joey Cari,Joey Cari,Kyle Cox,Robbie Craven,0.8
1071,Indianapolis AlleyCats,AUDL 2014,Joey C.,Joey Cari,Joey Cari,Jason Cheek,Kyle Cox,0.75
1072,Indianapolis AlleyCats,AUDL 2017,John J,John Jones,John Jones,Jon Wenger,Josh Duncan,0.75
1073,Indianapolis AlleyCats,AUDL 2018,John J,John Jones,John Jones,Jon Wenger,Josh Duncan,0.75
1074,Indianapolis AlleyCats,AUDL 2015,Johnso E,Eric Johnson,Eric Johnson,John Cecil,Jason Yoder,0.6
1075,Indianapolis AlleyCats,AUDL 2018,Jon W,Jon Wenger,Jon Wenger,Joey Cari,John Jones,0.666666667
1076,Indianapolis AlleyCats,AUDL 2016,Jones J,John Jones,John Jones,Joey Cari,Wes Groth,0.588235294
1077,Indianapolis AlleyCats,AUDL 2017,Josh,Josh Duncan,Josh Duncan,John Jones,Levi Jacobs,0.533333333
1078,Indianapolis AlleyCats,AUDL 2018,Josh D,Josh Duncan,Josh Duncan,John Jones,Joey Cari,0.705882353
1079,Indianapolis AlleyCats,AUDL 2016,Kalaba H,Heath Kalaba,Heath Kalaba,Kyle Cox,Michael Ng,0.6
1080,Indianapolis AlleyCats,AUDL 2016,Kasprz W,William Kasprzycki,William Kasprzycki,Keenan Plew,,0.461538462
1081,Indianapolis AlleyCats,AUDL 2018,Keegan N,Keegan North,Keegan North,Keenan Plew,Kyle Cox,0.8
1082,Indianapolis AlleyCats,AUDL 2017,Keenan,Keenan Plew,Keenan Plew,Jesse Jenkins,Conner Henderson,0.705882353
1083,Indianapolis AlleyCats,AUDL 2014,Keenan P,Keenan Plew,Keenan Plew,Steven Naji,Kyle Cox,0.842105263
1084,Indianapolis AlleyCats,AUDL 2018,Keenan P,Keenan Plew,Keenan Plew,Keegan North,Jesse Jenkins,0.842105263
1085,Indianapolis AlleyCats,AUDL 2018,Keggan N,Keegan North,Keegan North,Keenan Plew,Kyle Cox,0.7
1086,Indianapolis AlleyCats,AUDL 2017,Kip,Kip Curtis,Kip Curtis,,,0.461538462
1087,Indianapolis AlleyCats,AUDL 2018,Kip C,Kip Curtis,Kip Curtis,Kyle Cox,Robbie Craven,0.666666667
1088,Indianapolis AlleyCats,AUDL 2017,Kobyra,Mike Kobyra,Mike Kobyra,Joey Cari,Jacob Fella,0.705882353
1089,Indianapolis AlleyCats,AUDL 2018,Kyle C,Kyle Cox,Kyle Cox,Joey Cari,Kip Curtis,0.857142857
1090,Indianapolis AlleyCats,AUDL 2014,Kyle C.,Kyle Cox,Kyle Cox,Joey Cari,Andy Cava,0.8
1091,Indianapolis AlleyCats,AUDL 2017,Levi,Levi Jacobs,Levi Jacobs,Joey Cari,,0.533333333
1092,Indianapolis AlleyCats,AUDL 2018,Levi J,Levi Jacobs,Levi Jacobs,Jesse Jenkins,,0.705882353
1093,Indianapolis AlleyCats,AUDL 2014,Levi J.,Levi Jacobs,Levi Jacobs,Steven Naji,Eric Johnson,0.666666667
1094,Indianapolis AlleyCats,AUDL 2015,Loscar S,Spencer Loscar,Spencer Loscar,Aaron Schwartz,Lance Young,0.545454545
1095,Indianapolis AlleyCats,AUDL 2016,Loscar S,Spencer Loscar,Spencer Loscar,Sam Sohn,Aaron Schwartz,0.545454545
1096,Indianapolis AlleyCats,AUDL 2014,Luke B.,Luke Broderick,Luke Broderick,Levi Jacobs,Mike McClain,0.571428571
1097,Indianapolis AlleyCats,AUDL 2015,Maynar Z,Zach Maynard,Zach Maynard,Ryan Jarvis,Lance Young,0.6
1098,Indianapolis AlleyCats,AUDL 2016,McCart C,Colin McCartney,Colin McCartney,Carleton Anker,Michael Ng,0.52173913
1099,Indianapolis AlleyCats,AUDL 2018,Michae A,Michael Ames,Michael Ames,Rick Gross,Nick Hutton,0.8
1100,Indianapolis AlleyCats,AUDL 2014,Mike M.,Mike McClain,Mike McClain,Rick Gross,Nick Hutton,0.631578947
1101,Indianapolis AlleyCats,AUDL 2015,Naji S,Steven Naji,Steven Naji,Nate Page,Nick Hutton,0.470588235
1102,Indianapolis AlleyCats,AUDL 2014,Nate P.,Nate Page,Nate Page,Jared Payne,Steven Naji,0.75
1103,Indianapolis AlleyCats,AUDL 2018,Nathan B,Nathan Bussberg,Nathan Bussberg,Heath Kalaba,Cameron Brock,0.695652174
1104,Indianapolis AlleyCats,AUDL 2016,Ng M,,Nate Page,,,0
1105,Indianapolis AlleyCats,AUDL 2017,Nick,Nick Hutton,Nick Hutton,Rick Gross,,0.533333333
1106,Indianapolis AlleyCats,AUDL 2018,Nick H,Nick Hutton,Nick Hutton,Rick Gross,Michael Ames,0.705882353
1107,Indianapolis AlleyCats,AUDL 2014,Nick H.,Nick Hutton,Nick Hutton,Rick Gross,Mike McClain,0.666666667
1108,Indianapolis AlleyCats,AUDL 2015,Page N,Nate Page,Nate Page,Steven Naji,Lance Young,0.533333333
1109,Indianapolis AlleyCats,AUDL 2016,Page N,Nate Page,Nate Page,Michael Ng,Michael Ames,0.533333333
1110,Indianapolis AlleyCats,AUDL 2018,Peter C,Peter Carleton,Peter Carleton,Kyle Cox,Spencer Loscar,0.666666667
1111,Indianapolis AlleyCats,AUDL 2014,Peter C.,Peter Carleton,Peter Carleton,Daniel Butler,Kyle Cox,0.636363636
1112,Indianapolis AlleyCats,AUDL 2015,Plew K,Keenan Plew,Keenan Plew,Kyle Cox,Peter Carleton,0.470588235
1113,Indianapolis AlleyCats,AUDL 2016,Plew K,Keenan Plew,Keenan Plew,Kyle Cox,Heath Kalaba,0.470588235
1114,Indianapolis AlleyCats,AUDL 2015,Rasmus H,Hans Rasmussen,Hans Rasmussen,Ryan Jarvis,Jason Yoder,0.545454545
1115,Indianapolis AlleyCats,AUDL 2017,Rick,Rick Gross,Rick Gross,Nick Hutton,,0.571428571
1116,Indianapolis AlleyCats,AUDL 2018,Rick G,Rick Gross,Rick Gross,Nick Hutton,Michael Ames,0.75
1117,Indianapolis AlleyCats,AUDL 2014,Rick G.,Rick Gross,Rick Gross,Nick Hutton,Mike McClain,0.705882353
1118,Indianapolis AlleyCats,AUDL 2015,Ringwo C,Colin Ringwood,Colin Ringwood,Andy Cava,Rick Gross,0.545454545
1119,Indianapolis AlleyCats,AUDL 2016,Ringwo C,Colin Ringwood,Colin Ringwood,Joey Cari,Colin McCartney,0.545454545
1120,Indianapolis AlleyCats,AUDL 2018,Robbie C,Robbie Craven,Robbie Craven,Joey Cari,Kyle Cox,0.761904762
1121,Indianapolis AlleyCats,AUDL 2017,Sam,Sam Sohn,Sam Sohn,,,0.545454545
1122,Indianapolis AlleyCats,AUDL 2018,Sam S,Sam Sohn,Sam Sohn,Cameron Brock,Stephen Schott,0.769230769
1123,Indianapolis AlleyCats,AUDL 2015,Schwar A,Aaron Schwartz,Aaron Schwartz,Michael Ames,Zach Maynard,0.545454545
1124,Indianapolis AlleyCats,AUDL 2016,Schwar A,Aaron Schwartz,Aaron Schwartz,Michael Ames,Michael Ng,0.545454545
1125,Indianapolis AlleyCats,AUDL 2016,Sohn S,Sam Sohn,Sam Sohn,John Jones,Colton Steiner,0.571428571
1126,Indianapolis AlleyCats,AUDL 2017,Specs,Jake Fella,Spencer Loscar,Levi Jacobs,,0.133333333
1127,Indianapolis AlleyCats,AUDL 2014,Spence L,Spencer Loscar,Spencer Loscar,Steven Naji,Dane Lockhart,0.727272727
1128,Indianapolis AlleyCats,AUDL 2018,Spence L,Spencer Loscar,Spencer Loscar,Stephen Schott,Travis Carpenter,0.727272727
1129,Indianapolis AlleyCats,AUDL 2017,Spencer,Spencer Loscar,Spencer Loscar,Jon Wenger,Travis Carpenter,0.666666667
1130,Indianapolis AlleyCats,AUDL 2015,Steine C,Colton Steiner,Colton Steiner,Steven Naji,Spencer Loscar,0.545454545
1131,Indianapolis AlleyCats,AUDL 2016,Steine C,Colton Steiner,Colton Steiner,Spencer Loscar,Kyle Cox,0.545454545
1132,Indianapolis AlleyCats,AUDL 2016,Steiner,Colton Steiner,Colton Steiner,Spencer Loscar,David Hortemiller,0.666666667
1133,Indianapolis AlleyCats,AUDL 2018,Stephen,Stephen Schott,Stephen Schott,Sam Sohn,Spencer Loscar,0.666666667
1134,Indianapolis AlleyCats,AUDL 2014,Steven H,Steven Naji,Steven Naji,Steven Hightshue,Keenan Plew,0.736842105
1135,Indianapolis AlleyCats,AUDL 2014,Steven N,Steven Naji,Steven Naji,Steven Hightshue,Keenan Plew,0.842105263
1136,Indianapolis AlleyCats,AUDL 2017,Taco,,Levi Jacobs,Jacob Fella,Sam Sohn,0.4
1137,Indianapolis AlleyCats,AUDL 2018,Terry G,Terry Gaither,Terry Gaither,Joey Cari,Cameron Brock,0.7
1138,Indianapolis AlleyCats,AUDL 2014,Toine,,Jason Yoder,Jason Cheek,Brian Ventura,0
1139,Indianapolis AlleyCats,AUDL 2015,Toine A,,Michael Ames,Colton Steiner,Colin Ringwood,0
1140,Indianapolis AlleyCats,AUDL 2017,Travis,Travis Carpenter,Travis Carpenter,Ryan Jarvis,Kip Curtis,0.545454545
1141,Indianapolis AlleyCats,AUDL 2014,Travis C,Travis Carpenter,Travis Carpenter,Jason Cheek,Chris Elworth,0.666666667
1142,Indianapolis AlleyCats,AUDL 2018,Travis C,Travis Carpenter,Travis Carpenter,Kip Curtis,Levi Jacobs,0.666666667
1143,Indianapolis AlleyCats,AUDL 2015,Vander B,Blake Vanderbush,Jason Yoder,Blake Vanderbush,Cameron Brock,0.5
1144,Indianapolis AlleyCats,AUDL 2015,Ventur B,Brian Ventura,Brian Ventura,Cameron Brock,Spencer Loscar,0.571428571
1145,Indianapolis AlleyCats,AUDL 2017,Wally,Wally Kasprzycki,Jacob Fella,William Kasprzycki,,0.476190476
1146,Indianapolis AlleyCats,AUDL 2017,Wenger,Jon Wenger,Jon Wenger,Spencer Loscar,Travis Carpenter,0.75
1147,Indianapolis AlleyCats,AUDL 2017,Will,William Kasprzycki,William Kasprzycki,,,0.363636364
1148,Indianapolis AlleyCats,AUDL 2014,Will D.,Will Drumright,Will Drumright,Daniel Butler,,0.571428571
1149,Indianapolis AlleyCats,AUDL 2015,Yoder J,Jason Yoder,Jason Yoder,Levi Jacobs,Eric Johnson,0.555555556
1150,Indianapolis AlleyCats,AUDL 2015,Young L,Lance Young,Lance Young,John Cecil,Jason Cheek,0.555555556
1151,Indianapolis AlleyCats,AUDL 2014,Zach,Zach Zebarth,Zach Maynard,Dane Lockhart,,0.5
1152,Indianapolis AlleyCats,AUDL 2017,Zach,Zach Zebarth,Zach Zebarth,Sam Sohn,Aaron Schwartz,0.5
1153,Indianapolis AlleyCats,AUDL 2018,Zach Z,Zach Zebarth,Zach Zebarth,Jacob Fella,Michael Ames,0.666666667
1154,Indianapolis AlleyCats,AUDL 2016,Zebart Z,Zach Zebarth,Zach Zebarth,Peter Carleton,Carleton Anker,0.6
1155,Jacksonville Cannons,AUDL 2016,Adams Br,Brawley Adams,Adam Russell,Brawley Adams,James Dahl,0.476190476
1156,Jacksonville Cannons,AUDL 2016,Benites,Jaime Benites,Jaime Benites,Cole Friedes,Brian Shinners,0.7
1157,Jacksonville Cannons,AUDL 2015,Best J,John Best,John Best,Brett Egger,Bryce Carleton,0.533333333
1158,Jacksonville Cannons,AUDL 2015,Bode M,Matt Bode,Matt Bode,Corey McCall,Andrew McKelvey,0.533333333
1159,Jacksonville Cannons,AUDL 2015,Brody J,Jared Brody,Jared Brody,Bradley Seuntjens,Bryce Carleton,0.555555556
1160,Jacksonville Cannons,AUDL 2016,Bullock,Alex Bullock,Alex Bullock,Adam Russell,Cole Sullivan,0.736842105
1161,Jacksonville Cannons,AUDL 2017,Bullock,Alex Bullock,Alex Bullock,Adam Russell,Cole Sullivan,0.736842105
1162,Jacksonville Cannons,AUDL 2015,Carlet A,Andrew Carleton,Bryce Carleton,Andrew Carleton,Jared Brody,0.52173913
1163,Jacksonville Cannons,AUDL 2015,Carlet B,Bryce Carleton,Bryce Carleton,Jared Brody,Andrew Carleton,0.545454545
1164,Jacksonville Cannons,AUDL 2016,Carleton,Andrew Carleton,Andrew Carleton,Daniel Petronio,Travis Catron,0.695652174
1165,Jacksonville Cannons,AUDL 2017,Carleton,Andrew Carleton,Andrew Carleton,Travis Catron,CJ Clarke,0.695652174
1166,Jacksonville Cannons,AUDL 2017,Catron,Travis Catron,Travis Catron,Bobby Patterson,Andrew Carleton,0.631578947
1167,Jacksonville Cannons,AUDL 2015,Catron T,Travis Catron,Travis Catron,Bryce Carleton,Bobby Patterson,0.571428571
1168,Jacksonville Cannons,AUDL 2016,Catron T,Travis Catron,Travis Catron,Daniel Petronio,Bobby Patterson,0.571428571
1169,Jacksonville Cannons,AUDL 2016,Cava Ant,Andy Cava,Andy Cava,Travis Catron,Jaime Benites,0.470588235
1170,Jacksonville Cannons,AUDL 2017,Chard,Ryan Chard,Ryan Chard,CJ Clarke,Stephen Ierardi,0.666666667
1171,Jacksonville Cannons,AUDL 2015,Chard R,Ryan Chard,Ryan Chard,Chris LaRocque,Jared Brody,0.588235294
1172,Jacksonville Cannons,AUDL 2016,Chard Ry,Ryan Chard,Ryan Chard,Tanner Repasky,Chris Gibson,0.555555556
1173,Jacksonville Cannons,AUDL 2016,Clarke,CJ Clarke,CJ Clarke,Andrew Carleton,Ryan Chard,0.8
1174,Jacksonville Cannons,AUDL 2017,Clarke,CJ Clarke,CJ Clarke,Mark Schimmel,Andrew Carleton,0.8
1175,Jacksonville Cannons,AUDL 2016,Conklin,Bryan Conklin,Bryan Conklin,Cole Sullivan,Cole Friedes,0.7
1176,Jacksonville Cannons,AUDL 2017,Conklin,Bryan Conklin,Bryan Conklin,Cole Sullivan,Alton Gaines,0.7
1177,Jacksonville Cannons,AUDL 2016,Dahl Jam,James Dahl,Brawley Adams,James Dahl,Michael Fairley,0.444444444
1178,Jacksonville Cannons,AUDL 2015,Egger B,Brett Egger,Brett Egger,Jared Brody,Avery Van Brussel,0.555555556
1179,Jacksonville Cannons,AUDL 2016,Fairley,Michael Fairley,Michael Fairley,Brawley Adams,Andrew McKelvey,0.636363636
1180,Jacksonville Cannons,AUDL 2017,Fairley,Michael Fairley,Michael Fairley,Andrew McKelvey,Andrew Carleton,0.636363636
1181,Jacksonville Cannons,AUDL 2017,Fioramon,Michael Fioramonti,Michael Fioramonti,Jordan Huston,Travis Catron,0.615384615
1182,Jacksonville Cannons,AUDL 2015,Floyd Z,Zach Floyd,Zach Floyd,Corey McCall,Alton Gaines,0.588235294
1183,Jacksonville Cannons,AUDL 2015,Freystae,Mischa Freystaetter,Mischa Freystaetter,Jeffrey Walker,Brett Egger,0.592592593
1184,Jacksonville Cannons,AUDL 2016,Freystae,Mischa Freystaetter,Mischa Freystaetter,Jeffrey Walker,Cole Friedes,0.592592593
1185,Jacksonville Cannons,AUDL 2017,Freystae,Mischa Freystaetter,Mischa Freystaetter,Jeremy Langdon,Chris LaRocque,0.592592593
1186,Jacksonville Cannons,AUDL 2016,Friedes,Cole Friedes,Cole Friedes,Jaime Benites,Brawley Adams,0.736842105
1187,Jacksonville Cannons,AUDL 2017,Gaines,Alton Gaines,Alton Gaines,Tanner Repasky,Brandon Perales,0.666666667
1188,Jacksonville Cannons,AUDL 2015,Gaines A,Alton Gaines,Alton Gaines,Travis Catron,John Best,0.6
1189,Jacksonville Cannons,AUDL 2017,Gibson,Chris Gibson,Chris Gibson,Travis Catron,Michael Hickson,0.666666667
1190,Jacksonville Cannons,AUDL 2016,Gibson C,Chris Gibson,Chris Gibson,Travis Catron,Andy Cava,0.6
1191,Jacksonville Cannons,AUDL 2015,Grady E,Elijah Grady,Elijah Grady,Bradley Seuntjens,Brandon Perales,0.526315789
1192,Jacksonville Cannons,AUDL 2015,Hanselma,Lars Hanselman,Lars Hanselman,Avery Van Brussel,Dan Jakob,0.727272727
1193,Jacksonville Cannons,AUDL 2015,Hickson,Michael Hickson,Michael Hickson,Travis Catron,Nicholas Hunter,0.636363636
1194,Jacksonville Cannons,AUDL 2017,Hickson,Michael Hickson,Michael Hickson,Chris Gibson,Travis Catron,0.636363636
1195,Jacksonville Cannons,AUDL 2015,Hunter N,Nicholas Hunter,Nicholas Hunter,Quint Wharton,Bradley Seuntjens,0.52173913
1196,Jacksonville Cannons,AUDL 2016,Hunter N,Nicholas Hunter,Nicholas Hunter,Tanner Repasky,Bradley Seuntjens,0.52173913
1197,Jacksonville Cannons,AUDL 2017,Huston,Jordan Huston,Jordan Huston,Travis Catron,Michael Hickson,0.631578947
1198,Jacksonville Cannons,AUDL 2015,Ierardi,Stephen Ierardi,Stephen Ierardi,Joshua Shepard,Jeremy Langdon,0.636363636
1199,Jacksonville Cannons,AUDL 2016,Ierardi,Stephen Ierardi,Stephen Ierardi,Ryan Chard,Mark Mendelevitz,0.636363636
1200,Jacksonville Cannons,AUDL 2017,Ierardi,Stephen Ierardi,Stephen Ierardi,Jeremy Langdon,Ryan Chard,0.636363636
1201,Jacksonville Cannons,AUDL 2015,Jakob D,Dan Jakob,Dan Jakob,John Best,Jared Brody,0.625
1202,Jacksonville Cannons,AUDL 2017,Koerner,James Koerner,James Koerner,Brandon Perales,Bobby Patterson,0.7
1203,Jacksonville Cannons,AUDL 2017,Kunsa,Tyler Kunsa,Tyler Kunsa,,,0.625
1204,Jacksonville Cannons,AUDL 2017,LaRocque,Chris LaRocque,Chris LaRocque,Adam Russell,Andrew Roney,0.727272727
1205,Jacksonville Cannons,AUDL 2015,Langdon,Jeremy Langdon,Jeremy Langdon,Brandon Perales,Lars Hanselman,0.666666667
1206,Jacksonville Cannons,AUDL 2017,Langdon,Jeremy Langdon,Jeremy Langdon,Brandon Perales,Andrew Roney,0.666666667
1207,Jacksonville Cannons,AUDL 2015,Larocque,Chris LaRocque,Chris LaRocque,Lars Hanselman,Matt Bode,0.636363636
1208,Jacksonville Cannons,AUDL 2016,Layton J,Joshua Layton,Joshua Layton,Travis Catron,Daniel Petronio,0.571428571
1209,Jacksonville Cannons,AUDL 2017,Ley,Bobby Ley,Bobby Ley,,,0.5
1210,Jacksonville Cannons,AUDL 2016,Ley Bobb,Bobby Ley,Bobby Ley,Alex Bullock,Bobby Patterson,0.470588235
1211,Jacksonville Cannons,AUDL 2016,Manahan,Craig Manahan,Craig Manahan,Ryan Chard,Brian Shinners,0.7
1212,Jacksonville Cannons,AUDL 2015,McCall C,Corey McCall,Corey McCall,Michael Hickson,Matt Bode,0.6
1213,Jacksonville Cannons,AUDL 2015,McKelvey,Andrew McKelvey,Andrew McKelvey,Michael Hickson,Zach Floyd,0.695652174
1214,Jacksonville Cannons,AUDL 2016,McKelvey,Andrew McKelvey,Andrew McKelvey,Michael Fairley,Mark Mendelevitz,0.695652174
