id,Teamname,Tournament,Username,PlayerName
985,Detroit Mechanix,AUDL 2018,Troy,Troy Roberts
986,Detroit Mechanix,AUDL 2014,Tyler B,Tyler Bloodworth
987,Detroit Mechanix,AUDL 2014,Wadaga- Andrew,Andrew Wadaga
988,Detroit Mechanix,AUDL 2015,Wasdi,Wasdi Grimaldo
989,Detroit Mechanix,AUDL 2016,Wasdi,Wasdi Grimaldo
990,Detroit Mechanix,AUDL 2014,Weber- Mike,Mike Weber
991,Detroit Mechanix,AUDL 2016,Wes,Wesley Chen
992,Detroit Mechanix,AUDL 2018,Wes,Wesley Chen
993,Detroit Mechanix,AUDL 2016,Whitton,Mark Whitton
994,Detroit Mechanix,AUDL 2017,X,Xavier Klena
995,Detroit Mechanix,AUDL 2018,X,Xavier Klena
996,Detroit Mechanix,AUDL 2017,Yergin,Ryan Yergin
997,Detroit Mechanix,AUDL 2018,Yergin,Ryan Yergin
998,Detroit Mechanix,AUDL 2018,Zach,Zach Kieffer
999,Indianapolis AlleyCats,AUDL 2018,Aaron S,Aaron Schwartz
1000,Indianapolis AlleyCats,AUDL 2017,Alex,Kyle Cox
1001,Indianapolis AlleyCats,AUDL 2018,Alex H,Alex Hamilton
1002,Indianapolis AlleyCats,AUDL 2014,Alex H.,Alex Hamilton
1003,Indianapolis AlleyCats,AUDL 2017,Ames,Michael Ames
1004,Indianapolis AlleyCats,AUDL 2015,Ames M,Michael Ames
1005,Indianapolis AlleyCats,AUDL 2016,Ames M,Michael Ames
1006,Indianapolis AlleyCats,AUDL 2014,An Toine,
1007,Indianapolis AlleyCats,AUDL 2016,Anker C,Carleton Anker
1008,Indianapolis AlleyCats,AUDL 2018,Austin A,Austin Ambrose
1009,Indianapolis AlleyCats,AUDL 2014,Ben G.,Ben Gerroll
1010,Indianapolis AlleyCats,AUDL 2014,Blake V.,Blake Vanderbush
1011,Indianapolis AlleyCats,AUDL 2014,Brian V.,Brian Ventura
1012,Indianapolis AlleyCats,AUDL 2015,Brock C,Cameron Brock
1013,Indianapolis AlleyCats,AUDL 2016,Brock C,Cameron Brock
1014,Indianapolis AlleyCats,AUDL 2017,Cam,Cameron Brock
1015,Indianapolis AlleyCats,AUDL 2018,Cam B,Cameron Brock
1016,Indianapolis AlleyCats,AUDL 2014,Cam B.,Cameron Brock
1017,Indianapolis AlleyCats,AUDL 2016,Cari J,Joey Cari
1018,Indianapolis AlleyCats,AUDL 2015,Carlet P,Peter Carleton
1019,Indianapolis AlleyCats,AUDL 2016,Carlet P,Peter Carleton
1020,Indianapolis AlleyCats,AUDL 2015,Carpen T,Travis Carpenter
1021,Indianapolis AlleyCats,AUDL 2016,Carpen T,Travis Carpenter
1022,Indianapolis AlleyCats,AUDL 2015,Cecil J,John Cecil
1023,Indianapolis AlleyCats,AUDL 2015,Cheek J,Jason Cheek
1024,Indianapolis AlleyCats,AUDL 2014,Chris E.,Chris Elworth
1025,Indianapolis AlleyCats,AUDL 2017,Colin,Colin Ringwood
1026,Indianapolis AlleyCats,AUDL 2018,Colin R,Colin Ringwood
1027,Indianapolis AlleyCats,AUDL 2017,Colton,Colton Steiner
1028,Indianapolis AlleyCats,AUDL 2018,Colton S,Colton Steiner
1029,Indianapolis AlleyCats,AUDL 2017,Conner,Conner Henderson
1030,Indianapolis AlleyCats,AUDL 2018,Conner H,Conner Henderson
1031,Indianapolis AlleyCats,AUDL 2018,Connor L,Connor Lukas
1032,Indianapolis AlleyCats,AUDL 2017,Cox,Kyle Cox
1033,Indianapolis AlleyCats,AUDL 2015,Cox K,Kyle Cox
1034,Indianapolis AlleyCats,AUDL 2016,Cox K,Kyle Cox
1035,Indianapolis AlleyCats,AUDL 2014,DVE,
1036,Indianapolis AlleyCats,AUDL 2014,Dan B.,Daniel Butler
1037,Indianapolis AlleyCats,AUDL 2018,Dan C,Dan Clement
1038,Indianapolis AlleyCats,AUDL 2017,Dana,Dana Granholm
1039,Indianapolis AlleyCats,AUDL 2014,Dane L.,Dane Lockhart
1040,Indianapolis AlleyCats,AUDL 2017,Danger,
1041,Indianapolis AlleyCats,AUDL 2015,Dehnbo M,Michael Dehnbostel
1042,Indianapolis AlleyCats,AUDL 2014,Donova T,Donovan Triplett
1043,Indianapolis AlleyCats,AUDL 2018,Donova T,Donovan Triplett
1044,Indianapolis AlleyCats,AUDL 2017,Donovan,Donovan Triplett
1045,Indianapolis AlleyCats,AUDL 2014,Eric J,Eric Johnson
1046,Indianapolis AlleyCats,AUDL 2016,Fella J,Jacob Fella
1047,Indianapolis AlleyCats,AUDL 2016,Ginet C,Chris Ginet
1048,Indianapolis AlleyCats,AUDL 2016,Granho D,Dana Granholm
1049,Indianapolis AlleyCats,AUDL 2015,Gross R,Rick Gross
1050,Indianapolis AlleyCats,AUDL 2016,Gross R,Rick Gross
1051,Indianapolis AlleyCats,AUDL 2016,Groth W,Wes Groth
1052,Indianapolis AlleyCats,AUDL 2017,Heath,Heath Kalaba
1053,Indianapolis AlleyCats,AUDL 2018,Heath K,Heath Kalaba
1054,Indianapolis AlleyCats,AUDL 2015,Hights S,Steven Hightshue
1055,Indianapolis AlleyCats,AUDL 2016,Hortem D,David Hortemiller
1056,Indianapolis AlleyCats,AUDL 2015,Hutton N,Nick Hutton
1057,Indianapolis AlleyCats,AUDL 2016,Hutton N,Nick Hutton
1058,Indianapolis AlleyCats,AUDL 2015,Jacobs L,Levi Jacobs
1059,Indianapolis AlleyCats,AUDL 2016,Jacobs L,Levi Jacobs
1060,Indianapolis AlleyCats,AUDL 2018,Jake F,Jacob Fella
1061,Indianapolis AlleyCats,AUDL 2014,Jared P.,Jared Payne
1062,Indianapolis AlleyCats,AUDL 2017,Jarvis,Ryan Jarvis
1063,Indianapolis AlleyCats,AUDL 2015,Jarvis R,Ryan Jarvis
1064,Indianapolis AlleyCats,AUDL 2016,Jarvis R,Ryan Jarvis
1065,Indianapolis AlleyCats,AUDL 2014,Jason C.,Jason Cheek
1066,Indianapolis AlleyCats,AUDL 2014,Jason Y.,Jason Yoder
1067,Indianapolis AlleyCats,AUDL 2017,Jesse,Jesse Jenkins
1068,Indianapolis AlleyCats,AUDL 2018,Jesse J,Jesse Jenkins
1069,Indianapolis AlleyCats,AUDL 2017,Joey,Joey Cari
1070,Indianapolis AlleyCats,AUDL 2018,Joey C,Joey Cari
1071,Indianapolis AlleyCats,AUDL 2014,Joey C.,Joey Cari
1072,Indianapolis AlleyCats,AUDL 2017,John J,John Jones
1073,Indianapolis AlleyCats,AUDL 2018,John J,John Jones
1074,Indianapolis AlleyCats,AUDL 2015,Johnso E,Eric Johnson
1075,Indianapolis AlleyCats,AUDL 2018,Jon W,Jon Wenger
1076,Indianapolis AlleyCats,AUDL 2016,Jones J,John Jones
1077,Indianapolis AlleyCats,AUDL 2017,Josh,Josh Duncan
1078,Indianapolis AlleyCats,AUDL 2018,Josh D,Josh Duncan
1079,Indianapolis AlleyCats,AUDL 2016,Kalaba H,Heath Kalaba
1080,Indianapolis AlleyCats,AUDL 2016,Kasprz W,William Kasprzycki
1081,Indianapolis AlleyCats,AUDL 2018,Keegan N,Keegan North
1082,Indianapolis AlleyCats,AUDL 2017,Keenan,Keenan Plew
1083,Indianapolis AlleyCats,AUDL 2014,Keenan P,Keenan Plew
1084,Indianapolis AlleyCats,AUDL 2018,Keenan P,Keenan Plew
1085,Indianapolis AlleyCats,AUDL 2018,Keggan N,Keegan North
1086,Indianapolis AlleyCats,AUDL 2017,Kip,Kip Curtis
1087,Indianapolis AlleyCats,AUDL 2018,Kip C,Kip Curtis
1088,Indianapolis AlleyCats,AUDL 2017,Kobyra,Mike Kobyra
1089,Indianapolis AlleyCats,AUDL 2018,Kyle C,Kyle Cox
1090,Indianapolis AlleyCats,AUDL 2014,Kyle C.,Kyle Cox
1091,Indianapolis AlleyCats,AUDL 2017,Levi,Levi Jacobs
1092,Indianapolis AlleyCats,AUDL 2018,Levi J,Levi Jacobs
1093,Indianapolis AlleyCats,AUDL 2014,Levi J.,Levi Jacobs
1094,Indianapolis AlleyCats,AUDL 2015,Loscar S,Spencer Loscar
1095,Indianapolis AlleyCats,AUDL 2016,Loscar S,Spencer Loscar
1096,Indianapolis AlleyCats,AUDL 2014,Luke B.,Luke Broderick
1097,Indianapolis AlleyCats,AUDL 2015,Maynar Z,Zach Maynard
1098,Indianapolis AlleyCats,AUDL 2016,McCart C,Colin McCartney
1099,Indianapolis AlleyCats,AUDL 2018,Michae A,Michael Ames
1100,Indianapolis AlleyCats,AUDL 2014,Mike M.,Mike McClain
1101,Indianapolis AlleyCats,AUDL 2015,Naji S,Steven Naji
1102,Indianapolis AlleyCats,AUDL 2014,Nate P.,Nate Page
1103,Indianapolis AlleyCats,AUDL 2018,Nathan B,Nathan Bussberg
1104,Indianapolis AlleyCats,AUDL 2016,Ng M,
1105,Indianapolis AlleyCats,AUDL 2017,Nick,Nick Hutton
1106,Indianapolis AlleyCats,AUDL 2018,Nick H,Nick Hutton
1107,Indianapolis AlleyCats,AUDL 2014,Nick H.,Nick Hutton
1108,Indianapolis AlleyCats,AUDL 2015,Page N,Nate Page
1109,Indianapolis AlleyCats,AUDL 2016,Page N,Nate Page
1110,Indianapolis AlleyCats,AUDL 2018,Peter C,Peter Carleton
1111,Indianapolis AlleyCats,AUDL 2014,Peter C.,Peter Carleton
1112,Indianapolis AlleyCats,AUDL 2015,Plew K,Keenan Plew
1113,Indianapolis AlleyCats,AUDL 2016,Plew K,Keenan Plew
1114,Indianapolis AlleyCats,AUDL 2015,Rasmus H,Hans Rasmussen
1115,Indianapolis AlleyCats,AUDL 2017,Rick,Rick Gross
1116,Indianapolis AlleyCats,AUDL 2018,Rick G,Rick Gross
1117,Indianapolis AlleyCats,AUDL 2014,Rick G.,Rick Gross
1118,Indianapolis AlleyCats,AUDL 2015,Ringwo C,Colin Ringwood
1119,Indianapolis AlleyCats,AUDL 2016,Ringwo C,Colin Ringwood
1120,Indianapolis AlleyCats,AUDL 2018,Robbie C,Robbie Craven
1121,Indianapolis AlleyCats,AUDL 2017,Sam,Sam Sohn
1122,Indianapolis AlleyCats,AUDL 2018,Sam S,Sam Sohn
1123,Indianapolis AlleyCats,AUDL 2015,Schwar A,Aaron Schwartz
1124,Indianapolis AlleyCats,AUDL 2016,Schwar A,Aaron Schwartz
1125,Indianapolis AlleyCats,AUDL 2016,Sohn S,Sam Sohn
1126,Indianapolis AlleyCats,AUDL 2017,Specs,Jake Fella
1127,Indianapolis AlleyCats,AUDL 2014,Spence L,Spencer Loscar
1128,Indianapolis AlleyCats,AUDL 2018,Spence L,Spencer Loscar
1129,Indianapolis AlleyCats,AUDL 2017,Spencer,Spencer Loscar
1130,Indianapolis AlleyCats,AUDL 2015,Steine C,Colton Steiner
1131,Indianapolis AlleyCats,AUDL 2016,Steine C,Colton Steiner
1132,Indianapolis AlleyCats,AUDL 2016,Steiner,Colton Steiner
1133,Indianapolis AlleyCats,AUDL 2018,Stephen,Stephen Schott
1134,Indianapolis AlleyCats,AUDL 2014,Steven H,Steven Naji
1135,Indianapolis AlleyCats,AUDL 2014,Steven N,Steven Naji
1136,Indianapolis AlleyCats,AUDL 2017,Taco,
1137,Indianapolis AlleyCats,AUDL 2018,Terry G,Terry Gaither
1138,Indianapolis AlleyCats,AUDL 2014,Toine,
1139,Indianapolis AlleyCats,AUDL 2015,Toine A,
1140,Indianapolis AlleyCats,AUDL 2017,Travis,Travis Carpenter
1141,Indianapolis AlleyCats,AUDL 2014,Travis C,Travis Carpenter
1142,Indianapolis AlleyCats,AUDL 2018,Travis C,Travis Carpenter
1143,Indianapolis AlleyCats,AUDL 2015,Vander B,Blake Vanderbush
1144,Indianapolis AlleyCats,AUDL 2015,Ventur B,Brian Ventura
1145,Indianapolis AlleyCats,AUDL 2017,Wally,Wally Kasprzycki
1146,Indianapolis AlleyCats,AUDL 2017,Wenger,Jon Wenger
1147,Indianapolis AlleyCats,AUDL 2017,Will,William Kasprzycki
1148,Indianapolis AlleyCats,AUDL 2014,Will D.,Will Drumright
1149,Indianapolis AlleyCats,AUDL 2015,Yoder J,Jason Yoder
1150,Indianapolis AlleyCats,AUDL 2015,Young L,Lance Young
1151,Indianapolis AlleyCats,AUDL 2014,Zach,Zach Zebarth
1152,Indianapolis AlleyCats,AUDL 2017,Zach,Zach Zebarth
1153,Indianapolis AlleyCats,AUDL 2018,Zach Z,Zach Zebarth
1154,Indianapolis AlleyCats,AUDL 2016,Zebart Z,Zach Zebarth
1155,Jacksonville Cannons,AUDL 2016,Adams Br,Brawley Adams
1156,Jacksonville Cannons,AUDL 2016,Benites,Jaime Benites
1157,Jacksonville Cannons,AUDL 2015,Best J,John Best
1158,Jacksonville Cannons,AUDL 2015,Bode M,Matt Bode
1159,Jacksonville Cannons,AUDL 2015,Brody J,Jared Brody
1160,Jacksonville Cannons,AUDL 2016,Bullock,Alex Bullock
1161,Jacksonville Cannons,AUDL 2017,Bullock,Alex Bullock
1162,Jacksonville Cannons,AUDL 2015,Carlet A,Andrew Carleton
1163,Jacksonville Cannons,AUDL 2015,Carlet B,Bryce Carleton
1164,Jacksonville Cannons,AUDL 2016,Carleton,Andrew Carleton
1165,Jacksonville Cannons,AUDL 2017,Carleton,Andrew Carleton
1166,Jacksonville Cannons,AUDL 2017,Catron,Travis Catron
1167,Jacksonville Cannons,AUDL 2015,Catron T,Travis Catron
1168,Jacksonville Cannons,AUDL 2016,Catron T,Travis Catron
1169,Jacksonville Cannons,AUDL 2016,Cava Ant,Andy Cava
1170,Jacksonville Cannons,AUDL 2017,Chard,Ryan Chard
1171,Jacksonville Cannons,AUDL 2015,Chard R,Ryan Chard
1172,Jacksonville Cannons,AUDL 2016,Chard Ry,Ryan Chard
1173,Jacksonville Cannons,AUDL 2016,Clarke,CJ Clarke
1174,Jacksonville Cannons,AUDL 2017,Clarke,CJ Clarke
1175,Jacksonville Cannons,AUDL 2016,Conklin,Bryan Conklin
1176,Jacksonville Cannons,AUDL 2017,Conklin,Bryan Conklin
1177,Jacksonville Cannons,AUDL 2016,Dahl Jam,James Dahl
1178,Jacksonville Cannons,AUDL 2015,Egger B,Brett Egger
1179,Jacksonville Cannons,AUDL 2016,Fairley,Michael Fairley
1180,Jacksonville Cannons,AUDL 2017,Fairley,Michael Fairley
1181,Jacksonville Cannons,AUDL 2017,Fioramon,Michael Fioramonti
1182,Jacksonville Cannons,AUDL 2015,Floyd Z,Zach Floyd
1183,Jacksonville Cannons,AUDL 2015,Freystae,Mischa Freystaetter
1184,Jacksonville Cannons,AUDL 2016,Freystae,Mischa Freystaetter
1185,Jacksonville Cannons,AUDL 2017,Freystae,Mischa Freystaetter
1186,Jacksonville Cannons,AUDL 2016,Friedes,Cole Friedes
1187,Jacksonville Cannons,AUDL 2017,Gaines,Alton Gaines
1188,Jacksonville Cannons,AUDL 2015,Gaines A,Alton Gaines
1189,Jacksonville Cannons,AUDL 2017,Gibson,Chris Gibson
1190,Jacksonville Cannons,AUDL 2016,Gibson C,Chris Gibson
1191,Jacksonville Cannons,AUDL 2015,Grady E,Elijah Grady
1192,Jacksonville Cannons,AUDL 2015,Hanselma,Lars Hanselman
1193,Jacksonville Cannons,AUDL 2015,Hickson,Michael Hickson
1194,Jacksonville Cannons,AUDL 2017,Hickson,Michael Hickson
1195,Jacksonville Cannons,AUDL 2015,Hunter N,Nicholas Hunter
1196,Jacksonville Cannons,AUDL 2016,Hunter N,Nicholas Hunter
1197,Jacksonville Cannons,AUDL 2017,Huston,Jordan Huston
1198,Jacksonville Cannons,AUDL 2015,Ierardi,Stephen Ierardi
1199,Jacksonville Cannons,AUDL 2016,Ierardi,Stephen Ierardi
1200,Jacksonville Cannons,AUDL 2017,Ierardi,Stephen Ierardi
1201,Jacksonville Cannons,AUDL 2015,Jakob D,Dan Jakob
1202,Jacksonville Cannons,AUDL 2017,Koerner,James Koerner
1203,Jacksonville Cannons,AUDL 2017,Kunsa,Tyler Kunsa
1204,Jacksonville Cannons,AUDL 2017,LaRocque,Chris LaRocque
1205,Jacksonville Cannons,AUDL 2015,Langdon,Jeremy Langdon
1206,Jacksonville Cannons,AUDL 2017,Langdon,Jeremy Langdon
1207,Jacksonville Cannons,AUDL 2015,Larocque,Chris LaRocque
1208,Jacksonville Cannons,AUDL 2016,Layton J,Joshua Layton
1209,Jacksonville Cannons,AUDL 2017,Ley,Bobby Ley
1210,Jacksonville Cannons,AUDL 2016,Ley Bobb,Bobby Ley
1211,Jacksonville Cannons,AUDL 2016,Manahan,Craig Manahan
1212,Jacksonville Cannons,AUDL 2015,McCall C,Corey McCall
1213,Jacksonville Cannons,AUDL 2015,McKelvey,Andrew McKelvey
1214,Jacksonville Cannons,AUDL 2016,McKelvey,Andrew McKelvey
1215,Jacksonville Cannons,AUDL 2017,McKelvey,Andrew McKelvey
1216,Jacksonville Cannons,AUDL 2016,McKisic,Josh McKisic
1217,Jacksonville Cannons,AUDL 2017,McKisic,Josh McKisic
1218,Jacksonville Cannons,AUDL 2016,Mendelev,Mark Mendelevitz
1219,Jacksonville Cannons,AUDL 2015,Mi Bode,Matt Bode
1220,Jacksonville Cannons,AUDL 2016,OBrian,Billy O'Bryan
1221,Jacksonville Cannons,AUDL 2016,OBryan,Billy O'Bryan
1222,Jacksonville Cannons,AUDL 2015,Patterso,Bobby Patterson
1223,Jacksonville Cannons,AUDL 2016,Patterso,Bobby Patterson
1224,Jacksonville Cannons,AUDL 2017,Patterso,Bobby Patterson
1225,Jacksonville Cannons,AUDL 2015,Perales,Brandon Perales
1226,Jacksonville Cannons,AUDL 2016,Perales,Brandon Perales
1227,Jacksonville Cannons,AUDL 2017,Perales,Brandon Perales
1228,Jacksonville Cannons,AUDL 2016,Petronio,Daniel Petronio
1229,Jacksonville Cannons,AUDL 2017,Polk,Jakeem Polk
1230,Jacksonville Cannons,AUDL 2015,Poulos,Stephen Poulos
1231,Jacksonville Cannons,AUDL 2017,Poulos,Stephen Poulos
1232,Jacksonville Cannons,AUDL 2016,Poulos S,Stephen Poulos
1233,Jacksonville Cannons,AUDL 2016,Repasky,Tanner Repasky
1234,Jacksonville Cannons,AUDL 2017,Repasky,Tanner Repasky
1235,Jacksonville Cannons,AUDL 2015,Roca A,Andrew Roca
1236,Jacksonville Cannons,AUDL 2017,Roney,Andrew Roney
1237,Jacksonville Cannons,AUDL 2016,Roney An,Andrew Roney
1238,Jacksonville Cannons,AUDL 2016,Russell,Adam Russell
1239,Jacksonville Cannons,AUDL 2017,Russell,Adam Russell
1240,Jacksonville Cannons,AUDL 2017,Saffa,Ryan Saffa
1241,Jacksonville Cannons,AUDL 2017,Schimmel,Mark Schimmel
1242,Jacksonville Cannons,AUDL 2015,Seuntjen,Bradley Seuntjens
1243,Jacksonville Cannons,AUDL 2016,Seuntjen,Bradley Seuntjens
1244,Jacksonville Cannons,AUDL 2017,Seuntjen,Bradley Seuntjens
1245,Jacksonville Cannons,AUDL 2015,Shepard,Joshua Shepard
1246,Jacksonville Cannons,AUDL 2016,Shinners,Brian Shinners
1247,Jacksonville Cannons,AUDL 2015,Sullivan,Cole Sullivan
1248,Jacksonville Cannons,AUDL 2016,Sullivan,Cole Sullivan
1249,Jacksonville Cannons,AUDL 2017,Sullivan,Cole Sullivan
1250,Jacksonville Cannons,AUDL 2015,Travagli,Dustin Travaglini
1251,Jacksonville Cannons,AUDL 2016,Travagli,Dustin Travaglini
1252,Jacksonville Cannons,AUDL 2017,Travagli,Dustin Travaglini
1253,Jacksonville Cannons,AUDL 2015,Van Brus,Avery Van Brussel
1254,Jacksonville Cannons,AUDL 2016,Van Brus,Avery Van Brussel
1255,Jacksonville Cannons,AUDL 2016,Voelpel,
1256,Jacksonville Cannons,AUDL 2015,Walker J,Jeffrey Walker
1257,Jacksonville Cannons,AUDL 2016,Walker J,Jeffrey Walker
1258,Jacksonville Cannons,AUDL 2015,Wharton,Quint Wharton
1259,Los Angeles Aviators,AUDL 2015,Alexan N,Allen Lai
1260,Los Angeles Aviators,AUDL 2016,Alexan N,Allen Lai
1261,Los Angeles Aviators,AUDL 2018,Bacon,Tyler Bacon
1262,Los Angeles Aviators,AUDL 2015,Bacon T,Tyler Bacon
1263,Los Angeles Aviators,AUDL 2016,Bacon T,Tyler Bacon
1264,Los Angeles Aviators,AUDL 2017,Barnett,Ted Barnett
1265,Los Angeles Aviators,AUDL 2018,Barnett,Ted Barnett
1266,Los Angeles Aviators,AUDL 2017,Bartholo,Jacob Bartholomew
1267,Los Angeles Aviators,AUDL 2018,Bartholo,Jacob Bartholomew
1268,Los Angeles Aviators,AUDL 2017,Beatty,Timothy Beatty
1269,Los Angeles Aviators,AUDL 2018,Beatty,Timothy Beatty
1270,Los Angeles Aviators,AUDL 2016,Beatty T,Timothy Beatty
1271,Los Angeles Aviators,AUDL 2015,Bellin D,Dan Bellinger
1272,Los Angeles Aviators,AUDL 2016,Bellin D,Dan Bellinger
1273,Los Angeles Aviators,AUDL 2015,Boyd G,Grant Boyd
1274,Los Angeles Aviators,AUDL 2016,Boyd G,Grant Boyd
1275,Los Angeles Aviators,AUDL 2016,Bron A,Brandon Severson
1276,Los Angeles Aviators,AUDL 2018,Brooks,Steven Brooks
1277,Los Angeles Aviators,AUDL 2016,Brooks S,Steven Brooks
1278,Los Angeles Aviators,AUDL 2017,Brooks S,Steven Brooks
1279,Los Angeles Aviators,AUDL 2015,Carlis S,Stephane Carslisle
1280,Los Angeles Aviators,AUDL 2015,Carneg H,Greg Husak
1281,Los Angeles Aviators,AUDL 2016,Carneg H,Greg Husak
1282,Los Angeles Aviators,AUDL 2015,Chang S,Steven Chang
1283,Los Angeles Aviators,AUDL 2015,Chiles I,Ian Chiles
1284,Los Angeles Aviators,AUDL 2018,Cohen,Jesse Cohen
1285,Los Angeles Aviators,AUDL 2015,Corbet H,Hunter Corbet
1286,Los Angeles Aviators,AUDL 2016,Corbet H,Hunter Corbet
1287,Los Angeles Aviators,AUDL 2018,Doi,Tom Doi
1288,Los Angeles Aviators,AUDL 2017,Doi T,Tom Doi
1289,Los Angeles Aviators,AUDL 2018,Drum,Alex Drum
1290,Los Angeles Aviators,AUDL 2017,Drum A,Alex Drum
1291,Los Angeles Aviators,AUDL 2018,Eder,Ronnie Eder
1292,Los Angeles Aviators,AUDL 2015,Elboge M,Mark Elbogen
1293,Los Angeles Aviators,AUDL 2016,Elboge M,Mark Elbogen
1294,Los Angeles Aviators,AUDL 2017,Elbogen,Mark Elbogen
1295,Los Angeles Aviators,AUDL 2018,Elbogen,Mark Elbogen
1296,Los Angeles Aviators,AUDL 2015,Evans S,Simon Evans
1297,Los Angeles Aviators,AUDL 2016,Evans S,Simon Evans
1298,Los Angeles Aviators,AUDL 2017,Ferguson,Caleb Ferguson
1299,Los Angeles Aviators,AUDL 2018,Ferguson,Caleb Ferguson
1300,Los Angeles Aviators,AUDL 2015,Forbes J,Joe Forbes
1301,Los Angeles Aviators,AUDL 2016,Friedm E,Eli Friedman
1302,Los Angeles Aviators,AUDL 2017,Friedman,Eli Friedman
1303,Los Angeles Aviators,AUDL 2018,Friedman,Eli Friedman
1304,Los Angeles Aviators,AUDL 2018,George,Brent George
1305,Los Angeles Aviators,AUDL 2016,George B,Brent George
1306,Los Angeles Aviators,AUDL 2017,George B,Brent George
1307,Los Angeles Aviators,AUDL 2015,Husak G,Greg Husak
1308,Los Angeles Aviators,AUDL 2016,Husak G,Greg Husak
1309,Los Angeles Aviators,AUDL 2015,Johns C,Cody Johns
1310,Los Angeles Aviators,AUDL 2017,Kiyoi,Michael Kiyoi
1311,Los Angeles Aviators,AUDL 2018,Kiyoi,Michael Kiyoi
1312,Los Angeles Aviators,AUDL 2016,Kiyoi M,Michael Kiyoi
1313,Los Angeles Aviators,AUDL 2016,Kohl A,Andrew Kohl
1314,Los Angeles Aviators,AUDL 2017,Kohl A,Andrew Kohl
1315,Los Angeles Aviators,AUDL 2016,Kohl J,Josh Kohl
1316,Los Angeles Aviators,AUDL 2018,Lai,Allen Lai
1317,Los Angeles Aviators,AUDL 2015,Lai A,Allen Lai
1318,Los Angeles Aviators,AUDL 2016,Lai A,Allen Lai
1319,Los Angeles Aviators,AUDL 2017,Lai A,Allen Lai
1320,Los Angeles Aviators,AUDL 2018,Lepore,Ryan Lepore
1321,Los Angeles Aviators,AUDL 2015,Lissne E,Eric Lissner
1322,Los Angeles Aviators,AUDL 2016,Lissne E,Eric Lissner
1323,Los Angeles Aviators,AUDL 2017,Lissner,Eric Lissner
1324,Los Angeles Aviators,AUDL 2018,Lissner,Eric Lissner
1325,Los Angeles Aviators,AUDL 2016,Marsh J,Jack Marsh
1326,Los Angeles Aviators,AUDL 2018,Mazur,Chris Mazur
1327,Los Angeles Aviators,AUDL 2015,McCrae A,Andrew McRae
1328,Los Angeles Aviators,AUDL 2015,McDoug S,Sean McDougall
1329,Los Angeles Aviators,AUDL 2016,McDoug S,Sean McDougall
1330,Los Angeles Aviators,AUDL 2017,McDougal,Sean McDougall
1331,Los Angeles Aviators,AUDL 2018,Mcdougal,Sean McDougall
1332,Los Angeles Aviators,AUDL 2018,Mcrae,Andrew McRae
1333,Los Angeles Aviators,AUDL 2015,Melo E,Ed Melo
1334,Los Angeles Aviators,AUDL 2017,Mort J,Josiah Mort
1335,Los Angeles Aviators,AUDL 2015,Nguyen B,Bryan Nguyen
1336,Los Angeles Aviators,AUDL 2016,Nguyen B,Bryan Nguyen
1337,Los Angeles Aviators,AUDL 2017,Nguyen B,Bryan Nguyen
1338,Los Angeles Aviators,AUDL 2015,Oettin D,Dan Oettinger
1339,Los Angeles Aviators,AUDL 2018,Padula,Andrew Padula
1340,Los Angeles Aviators,AUDL 2016,Padula A,Andrew Padula
1341,Los Angeles Aviators,AUDL 2017,Padula A,Andrew Padula
1342,Los Angeles Aviators,AUDL 2015,Pebley A,Andrew Pebley
1343,Los Angeles Aviators,AUDL 2016,Plasma S,Sam Plasman
1344,Los Angeles Aviators,AUDL 2017,Plasman,Sam Plasman
1345,Los Angeles Aviators,AUDL 2018,Plasman,Sam Plasman
1346,Los Angeles Aviators,AUDL 2018,Pritchar,Stephanie Pritchard
1347,Los Angeles Aviators,AUDL 2018,Ransom,Nate Ransom
1348,Los Angeles Aviators,AUDL 2017,Ransom N,Nate Ransom
1349,Los Angeles Aviators,AUDL 2015,Schakn Z,Zac Schakner
1350,Los Angeles Aviators,AUDL 2016,Schakn Z,Zac Schakner
1351,Los Angeles Aviators,AUDL 2017,Schakner,Zac Schakner
1352,Los Angeles Aviators,AUDL 2018,Schakner,Zac Schakner
1353,Los Angeles Aviators,AUDL 2016,Severs B,Brandon Severson
1354,Los Angeles Aviators,AUDL 2017,Severson,Brandon Severson
1355,Los Angeles Aviators,AUDL 2018,Severson,Brandon Severson
1356,Los Angeles Aviators,AUDL 2015,Silver J,Jeffrey Silverman
1357,Los Angeles Aviators,AUDL 2016,Silver J,Jeffrey Silverman
1358,Los Angeles Aviators,AUDL 2018,Silverma,Jeffrey Silverman
1359,Los Angeles Aviators,AUDL 2015,Smeltzer,Dan Smeltzer
1360,Los Angeles Aviators,AUDL 2016,Smith T,Trevor Smith
1361,Los Angeles Aviators,AUDL 2015,Steine M,Mitchell Steiner
1362,Los Angeles Aviators,AUDL 2016,Steine M,Mitchell Steiner
1363,Los Angeles Aviators,AUDL 2017,Steiner,Mitchell Steiner
1364,Los Angeles Aviators,AUDL 2015,Theodo Z,Zach Theodore
1365,Los Angeles Aviators,AUDL 2016,Theodo Z,Zach Theodore
1366,Los Angeles Aviators,AUDL 2017,Theodore,Zach Theodore
1367,Los Angeles Aviators,AUDL 2018,Theodore,Zach Theodore
1368,Los Angeles Aviators,AUDL 2017,Theologi,Matt Theologidy
